Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,lateInfoMsgCd
211050,KR7211050000,인카금융서비스,KOSDAQ,우량기업부,10020,2,-190,-1.86,10310,10310,9900,30682,306902800,493621843140,49263657,KSQ,ME005
214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,67300,1,1300,1.97,67200,68800,66000,10820,726975450,491775569500,7307215,KSQ,ME005
356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,17170,2,-670,-3.76,17910,18040,16760,1597067,27489589915,490091757640,28543492,KSQ,ME005
080580,KR7080580004,오킨스전자,KOSDAQ,벤처기업부,23200,1,150,0.65,23500,24100,22900,245044,5735311650,489310156000,21090955,KSQ,ME005
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,16280,2,-170,-1.03,16510,16750,16230,64580,1056169530,488228962320,29989494,KSQ,ME005
027360,KR7027360007,아주IB투자,KOSDAQ,중견기업부,4005,1,5,0.13,4035,4075,3925,1901172,7594570205,485187351030,121145406,KSQ,ME005
056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,12600,2,-190,-1.49,12970,12970,12450,203094,2565355380,481767123600,38235486,KSQ,ME005
219130,KR7219130002,타이거일렉,KOSDAQ,벤처기업부,76200,1,500,0.66,75700,78000,74000,10193,780954450,481148898000,6314290,KSQ,ME005
035890,KR7035890003,서희건설,KOSDAQ,중견기업부,2315,1,30,1.31,2310,2330,2245,178474,407454489,480567460840,207588536,KSQ,ME005
082270,KR7082270000,젬백스,KOSDAQ,벤처기업부,10480,2,-110,-1.04,10550,10590,10360,47000,490868350,476636551760,45480587,KSQ,ME005
098120,KR7098120009,마이크로컨텍솔,KOSDAQ,우량기업부,57300,2,-300,-0.52,58500,59200,57100,66641,3867736600,476321491800,8312766,KSQ,ME005
486990,KR7486990005,노타,KOSDAQ,기술성장기업부,22200,1,4850,27.95,19100,22550,18620,2333576,50085249165,474911946000,21392430,KSQ,ME005
019210,KR7019210004,와이지-원,KOSDAQ,우량기업부,12750,1,70,0.55,12760,13120,12600,253115,3242018910,474220032000,37193728,KSQ,ME005
015750,KR7015750003,성우하이텍,KOSDAQ,우량기업부,5910,1,40,0.68,5920,5980,5850,124570,734377740,472800000000,80000000,KSQ,ME005
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,104100,1,600,0.58,103600,104200,103600,320,33258100,472667507400,4540514,KSQ,ME005
099190,KR7099190001,아이센스,KOSDAQ,중견기업부,15960,2,-10,-0.06,16040,16160,15850,9157,146182010,471994863480,29573613,KSQ,ME005
024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,14740,1,110,0.75,14700,14850,14250,42513,619630870,468047238560,31753544,KSQ,ME005
460930,KR7460930001,현대힘스,KOSDAQ,우량기업부,13160,1,90,0.69,13210,13260,13110,24702,325221260,467320430360,35510671,KSQ,ME005
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,19940,1,30,0.15,20300,20500,19700,243788,4874786030,466763974560,23408424,KSQ,ME005
383310,KR7383310000,에코프로에이치엔,KOSDAQ,우량기업부,21950,1,50,0.23,22050,22300,21900,39842,878050450,460399757400,20974932,KSQ,ME005
125490,KR7125490003,한라캐스트,KOSDAQ,벤처기업부,12610,1,10,0.08,12530,12920,12390,1166852,14752872665,460294658720,36502352,KSQ,ME005
089890,KR7089890008,코세스,KOSDAQ,우량기업부,27650,1,200,0.73,28600,29000,27500,73594,2072234350,458574199300,16584962,KSQ,ME005
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,35300,1,350,1.0,35250,35650,34850,11546,406009725,456115359500,12921115,KSQ,ME005
468530,KR7468530001,프로티나,KOSDAQ,기술성장기업부,40900,1,1450,3.68,41400,41800,39500,59219,2391634225,454200553200,11105148,KSQ,ME005
386380,KR7386380000,스카이랩스,KOSDAQ,기술성장기업부,24150,2,-1100,-4.36,26150,26600,23800,3726253,93761626225,453101744550,18761977,KSQ,ME005
368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,13700,1,320,2.39,13500,13900,13350,120378,1640681840,450102882500,32854225,KSQ,ME005
069540,KR7069540003,빛과전자,KOSDAQ,벤처기업부,3975,2,-135,-3.28,4175,4190,3900,3812647,15292868018,447950290575,112691897,KSQ,ME005
340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,27750,2,-500,-1.77,28300,28300,27350,37157,1032924350,445945830000,16070120,KSQ,ME005
336570,KR7336570007,원텍,KOSDAQ,우량기업부,4980,1,65,1.32,4960,5030,4940,145712,725673122,444617617080,89280646,KSQ,ME005
348370,KR7348370008,엔켐,KOSDAQ,중견기업부,20250,1,50,0.25,20600,20950,20150,412380,7471041850,443697628500,21910994,KSQ,ME005
013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,37500,1,600,1.63,36950,37650,36400,15885,588336900,441305400000,11768144,KSQ,ME005
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,34900,2,-250,-0.71,35500,35750,34850,29799,1052061300,440019200000,12608000,KSQ,ME005
078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,28850,1,650,2.3,27400,28900,27050,320453,9002653650,439800420700,15244382,KSQ,ME005
290550,KR7290550003,디케이티,KOSDAQ,우량기업부,21900,1,200,0.92,21700,22100,21250,145246,3156867825,438026937000,20001230,KSQ,ME005
278280,KR7278280003,천보,KOSDAQ,중견기업부,34900,2,-650,-1.83,35900,36150,34700,32457,1135586350,427630572500,12253025,KSQ,ME005
078340,KR7078340007,컴투스,KOSDAQ GLOBAL,중견기업부,35100,1,600,1.74,34500,35300,34050,42904,1496814625,424405086300,12091313,KSQ,ME005
272290,KR7272290008,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,21250,1,400,1.92,21300,21400,21000,56357,1196318350,423672066250,19937509,KSQ,ME005
067160,KR7067160002,SOOP,KOSDAQ GLOBAL,우량기업부,36600,2,-200,-0.54,37050,37250,36450,12051,441910225,420708472200,11494767,KSQ,ME005
0161M0,KR70161M0003,네오사피엔스,KOSDAQ,기술성장기업부,34300,3,0,0.0,37350,40500,33200,9009487,328352589950,419003483500,12215845,KSQ,ME005
187660,KR7187660006,페니트리움바이오,KOSDAQ,중견기업부,6550,1,150,2.34,6430,6640,6240,575136,3686133125,418978957150,63966253,KSQ,ME005
332570,KR7332570001,PS일렉트로닉스,KOSDAQ,우량기업부,9070,2,-230,-2.47,9440,9440,8980,1369745,12470628290,416681269210,45940603,KSQ,ME005
241770,KR7241770007,메카로,KOSDAQ,우량기업부,40250,1,250,0.63,40450,41150,39100,5522,222267600,410253760000,10192640,KSQ,ME005
376300,KR7376300000,디어유,KOSDAQ,우량기업부,17120,2,-80,-0.47,17300,17390,17060,13777,236148750,406401510720,23738406,KSQ,ME005
204620,KR7204620009,글로벌텍스프리,KOSDAQ,우량기업부,5780,2,-60,-1.03,5830,5840,5670,370911,2136073250,406237647400,70283330,KSQ,ME005
030520,KR7030520001,한컴,KOSDAQ,우량기업부,16740,1,70,0.42,16930,16980,16730,36149,608521100,404768914560,24179744,KSQ,ME005
018290,KR7018290007,브이티,KOSDAQ,우량기업부,11380,3,0,0.0,11530,11580,11250,49450,561872165,397638116440,34941838,KSQ,ME005
101730,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,4685,2,-345,-6.86,4805,4830,4685,191744,907937689,392618394910,83803286,KSQ,ME005
174900,KR7174900001,앱클론,KOSDAQ,벤처기업부,19650,1,190,0.98,19740,20200,19470,62349,1233629015,392059334850,19952129,KSQ,ME005
033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,15950,1,1220,8.28,15170,16600,15010,1467231,23485257295,391796725100,24564058,KSQ,ME005
089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,23300,1,150,0.65,23400,23600,23200,47202,1103030875,390741629100,16770027,KSQ,ME005
078130,KR7078130002,국일제지,KOSDAQ,중견기업부,3440,1,5,0.15,3405,3470,3390,36027,123702000,387827619280,112740587,KSQ,ME005
477850,KR7477850002,마키나락스,KOSDAQ,기술성장기업부,21800,1,1050,5.06,21250,22750,21250,514179,11326276800,387053244800,17754736,KSQ,ME005
114810,KR7114810005,한솔아이원스,KOSDAQ,우량기업부,13740,2,-130,-0.94,14090,14090,13200,64257,888136330,386687210760,28143174,KSQ,ME005
170920,KR7170920003,엘티씨,KOSDAQ,벤처기업부,36250,1,1550,4.47,35750,37200,35100,118913,4313169750,382949567500,10564126,KSQ,ME005
095660,KR7095660007,네오위즈,KOSDAQ,우량기업부,17650,2,-60,-0.34,17840,17850,17490,15329,269345810,381883501350,21636459,KSQ,ME005
215200,KR7215200007,메가스터디교육,KOSDAQ,우량기업부,36350,1,150,0.41,36200,36650,36050,15035,546674000,376775601600,10365216,KSQ,ME005
092190,KR7092190008,서울바이오시스,KOSDAQ,투자주의환기종목(소속부없음),8200,2,-220,-2.61,9000,9140,8140,174140,1481826695,376120740600,45868383,KSQ,ME005
439960,KR7439960006,코스모로보틱스,KOSDAQ,기술성장기업부,11560,1,10,0.09,11670,12010,11510,375584,4389945420,375129236560,32450626,KSQ,ME005
006910,KR7006910004,보성파워텍,KOSDAQ,우량기업부,7630,1,220,2.97,7560,7770,7470,830024,6320185835,374860557120,49129824,KSQ,ME005
475960,KR7475960001,토모큐브,KOSDAQ,기술성장기업부,27550,2,-50,-0.18,27700,28100,27250,6496,179103500,371268593700,13476174,KSQ,ME005
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,23150,2,-400,-1.7,23250,23750,23100,21613,504465150,371047945350,16027989,KSQ,ME005
042000,KR7042000000,카페24,KOSDAQ,우량기업부,15240,1,30,0.2,15270,15400,15100,17281,262703870,368475295560,24178169,KSQ,ME005
078020,KR7078020005,LS증권,KOSDAQ,우량기업부,6630,1,60,0.91,6600,6750,6600,17997,119970370,367840289700,55481190,KSQ,ME005
417840,KR7417840006,저스템,KOSDAQ,벤처기업부,16080,1,1130,7.56,15450,16290,15220,895288,14236975440,367739646480,22869381,KSQ,ME005
236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,52000,1,800,1.56,51100,52100,51100,10717,553914700,362664172000,6974311,KSQ,ME005
200710,KR7200710002,에이디테크놀로지,KOSDAQ,중견기업부,26850,1,550,2.09,27450,27450,26750,82893,2244351250,361454887950,13462007,KSQ,ME005
052710,KR7052710001,아모텍,KOSDAQ,중견기업부,19300,1,2400,14.2,17740,19800,17400,2285654,43455520395,360539440000,18680800,KSQ,ME005
018000,KR7018000000,유니슨,KOSDAQ,중견기업부,1233,2,-6,-0.48,1239,1247,1224,294927,362017620,359927590941,291912077,KSQ,ME005
003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,32450,2,-200,-0.61,32350,32550,32200,883,28549300,359870500000,11090000,KSQ,ME005
107640,KR7107640005,한중엔시에스,KOSDAQ,기술성장기업부,39500,2,-1050,-2.59,41350,41550,39500,40557,1627297650,358065367000,9064946,KSQ,ME005
441270,KR7441270006,파인엠텍,KOSDAQ,벤처기업부,8430,2,-130,-1.52,8690,8690,8400,214687,1827532725,356525985750,42292525,KSQ,ME005
025320,KR7025320003,시노펙스,KOSDAQ,우량기업부,3865,1,50,1.31,3870,3895,3795,182885,700763830,356433210345,92220753,KSQ,ME005
079370,KR7079370003,제우스,KOSDAQ,우량기업부,11450,1,80,0.7,11510,11720,11400,140305,1622714910,355144535500,31016990,KSQ,ME005
348210,KR7348210006,넥스틴,KOSDAQ,우량기업부,33850,1,850,2.58,34000,34700,33800,39414,1347031500,354646619250,10477005,KSQ,ME005
200470,KR7200470003,에이팩트,KOSDAQ,중견기업부,8050,3,0,0.0,8180,8250,7930,464173,3762022785,352779625800,43823556,KSQ,ME005
078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,8960,2,-30,-0.33,9090,9090,8920,15687,140676260,351273242880,39204603,KSQ,ME005
138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,28150,1,900,3.3,27700,28850,26300,368445,10237189075,348433887700,12377758,KSQ,ME005
330860,KR7330860008,네패스아크,KOSDAQ,중견기업부,28500,1,750,2.7,28250,29100,27850,124766,3562294850,347245282500,12184045,KSQ,ME005
093520,KR7093520005,매커스,KOSDAQ,우량기업부,29100,1,1500,5.43,28200,29800,28200,40918,1195340350,346343456700,11901837,KSQ,ME005
069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,11160,1,110,1.0,11080,11170,10940,46303,510376590,345586977000,30966575,KSQ,ME005
448900,KR7448900001,한국피아이엠,KOSDAQ,기술성장기업부,56700,1,100,0.18,58200,58200,56000,34334,1952744200,344421711900,6074457,KSQ,ME005
025900,KR7025900002,동화기업,KOSDAQ,중견기업부,6810,1,80,1.19,6890,6980,6800,21548,147741450,344295110850,50557285,KSQ,ME005
046970,KR7046970000,우리로,KOSDAQ,벤처기업부,7800,2,-20,-0.26,8000,8200,7650,1304833,10237086545,341834992200,43824999,KSQ,ME005
064260,KR7064260003,다날,KOSDAQ,중견기업부,4485,1,80,1.82,4490,4685,4460,1150592,5254272602,339269874645,75645457,KSQ,ME005
452430,KR7452430002,사피엔반도체,KOSDAQ,기술성장기업부,41000,1,3000,7.89,41300,43200,39650,118565,4892017100,338472261000,8255421,KSQ,ME005
393890,KR7393890009,더블유씨피,KOSDAQ,기술성장기업부,10000,2,-180,-1.77,10320,10320,10000,66691,670993650,338431440000,33843144,KSQ,ME005
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,7430,2,-270,-3.51,7690,7740,7390,60219,453464245,338065000000,45500000,KSQ,ME005
060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,8140,1,180,2.26,8110,8320,8050,118763,973904465,335854690600,41259790,KSQ,ME005
036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,3735,2,-15,-0.4,3760,3790,3730,47862,179103585,335638095840,89862944,KSQ,ME005
389470,KR7389470006,인벤티지랩,KOSDAQ,기술성장기업부,25050,2,-600,-2.34,25700,25700,24950,53009,1331942450,333358085400,13307708,KSQ,ME005
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,17570,1,20,0.11,17830,18030,17470,43627,773416425,332073000000,18900000,KSQ,ME005
121440,KR7121440002,골프존홀딩스,KOSDAQ,우량기업부,7750,2,-40,-0.51,7850,7850,7740,1994,15484045,331985339500,42836818,KSQ,ME005
455900,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,21450,2,-350,-1.61,21750,21800,21300,11614,250059125,330179442450,15392981,KSQ,ME005
900290,HK0000307485,GRT,KOSDAQ,외국기업(소속부없음),3550,2,-120,-3.27,3695,3720,3535,128005,461226352,329268481750,92751685,KSQ,ME005
456010,KR7456010008,아이씨티케이,KOSDAQ,기술성장기업부,22650,1,1450,6.84,22050,23000,21700,625965,14069984925,328478227500,14502350,KSQ,ME005
168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,14550,1,360,2.54,14630,14790,14430,78824,1150032785,325811704350,22392557,KSQ,ME005
039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,20900,2,-500,-2.34,21600,21650,20850,48857,1033078050,324097282300,15507047,KSQ,ME005
067630,KR7067630004,HLB생명과학,KOSDAQ,투자주의환기종목(소속부없음),2645,2,-30,-1.12,2680,2730,2520,118349,313573828,322470618410,121917058,KSQ,ME005
372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,21050,3,0,0.0,21100,21350,21000,8977,189588500,320531549600,15227152,KSQ,ME005
012210,KR7012210001,삼미금속,KOSDAQ,중견기업부,13570,1,2450,22.03,11270,13610,10810,10121592,129286344355,312809927030,23051579,KSQ,ME005
215600,KR7215600008,신라젠,KOSDAQ,중견기업부,2257,1,42,1.9,2210,2285,2205,319250,717687519,312715393948,138553564,KSQ,ME005
206650,KR7206650004,유바이오로직스,KOSDAQ,우량기업부,8390,1,20,0.24,8350,8470,8350,24578,206449450,308351855730,36752307,KSQ,ME005
488900,KR7488900002,비츠로넥스텍,KOSDAQ,기술성장기업부,10640,2,-120,-1.12,10840,10860,10610,43942,469394190,308309353520,28976443,KSQ,ME005
234340,KR7234340008,헥토파이낸셜,KOSDAQ,우량기업부,22050,1,950,4.5,21800,22600,21450,405255,8947912325,308052964800,13970656,KSQ,ME005
159010,KR7159010008,아스플로,KOSDAQ,벤처기업부,22950,1,500,2.23,22650,23650,22150,89317,2044594200,306032260050,13334739,KSQ,ME005
061970,KR7061970000,LB세미콘,KOSDAQ,중견기업부,4355,1,25,0.58,4370,4430,4320,230905,1009814348,305211491130,70083006,KSQ,ME005
199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,33900,1,1300,3.99,32600,34500,32450,18706,628267375,305019623100,8997629,KSQ,ME005
482630,KR7482630001,삼양엔씨켐,KOSDAQ,중견기업부,13920,1,110,0.8,13920,14180,13690,61647,858577715,304684857600,21888280,KSQ,ME005
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,우량기업부,22000,2,-100,-0.45,22300,22300,21850,1527,33512350,299857822000,13629901,KSQ,ME005
117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,13280,2,-30,-0.23,13420,13420,13190,28937,384463730,299570811040,22558043,KSQ,ME005
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,7970,2,-30,-0.38,7990,8030,7950,4106,32749270,298430839870,37444271,KSQ,ME005
035810,KR7035810001,이지홀딩스,KOSDAQ,우량기업부,4610,3,0,0.0,4610,4635,4590,48868,224949402,297419612850,64516185,KSQ,ME005
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,14310,1,160,1.13,14290,14530,14160,33380,480946995,295837870860,20673506,KSQ,ME005
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,44100,1,1700,4.01,42700,45300,42400,111755,4954777950,293859115200,6663472,KSQ,ME005
101930,KR7101930006,인화정공,KOSDAQ,우량기업부,6400,2,-20,-0.31,6400,6510,6370,2523,16159330,292445894400,45694671,KSQ,ME005
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,11090,1,180,1.65,11100,11330,10840,1105787,12231547380,290558277250,26200025,KSQ,ME005
071200,KR7071200000,인피니트헬스케어,KOSDAQ,중견기업부,11890,2,-150,-1.25,12040,12360,11880,34987,419687995,290073885620,24396458,KSQ,ME005
049070,KR7049070006,인탑스,KOSDAQ,우량기업부,18400,1,260,1.43,18140,18490,18070,51825,943154160,289658320000,15742300,KSQ,ME005
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,9440,2,-40,-0.42,9600,9610,9400,138613,1314246155,289470265120,30664223,KSQ,ME005
099440,KR7099440000,스맥,KOSDAQ,중견기업부,4240,1,20,0.47,4220,4295,4200,47660,202040467,289351990560,68243394,KSQ,ME005
424870,KR7424870004,이뮨온시아,KOSDAQ,기술성장기업부,3160,2,-160,-4.82,3240,3240,3135,496942,1576080020,288831170040,91402269,KSQ,ME005
024840,KR7024840001,KBI메탈,KOSDAQ,중견기업부,6590,1,280,4.44,6460,7090,6350,7193196,48765175135,286443358530,43466367,KSQ,ME005
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,19010,1,10,0.05,19140,19220,18820,41379,786102440,286116107210,15050821,KSQ,ME005
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,21450,1,100,0.47,21600,21800,20650,101841,2160282800,285890297550,13328219,KSQ,ME005
098070,KR7098070006,한텍,KOSDAQ,중견기업부,25650,1,1300,5.34,24450,26300,24000,99008,2489869550,285257266650,11121141,KSQ,ME005
160980,KR7160980009,싸이맥스,KOSDAQ,우량기업부,26100,2,-150,-0.57,26400,26600,26050,52344,1373789625,285122742300,10924243,KSQ,ME005
472850,KR7472850007,폰드그룹,KOSDAQ,중견기업부,4930,2,-25,-0.5,5010,5010,4915,6917,34186310,283828244360,57571652,KSQ,ME005
203650,KR7203650007,드림시큐리티,KOSDAQ,중견기업부,2775,1,90,3.35,2790,2840,2700,2565737,7144141334,282229943100,101704484,KSQ,ME005
136480,KR7136480001,하림,KOSDAQ,우량기업부,2645,1,5,0.19,2640,2650,2630,40957,108052819,280924661790,106209702,KSQ,ME005
425040,KR7425040003,티이엠씨,KOSDAQ,우량기업부,12810,2,-10,-0.08,12970,13280,12480,1663146,21455127220,280832323380,21922898,KSQ,ME005
054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,23200,1,200,0.87,23200,23350,23000,4057,94129500,280485494400,12089892,KSQ,ME005
446540,KR7446540007,메가터치,KOSDAQ,중견기업부,9530,1,390,4.27,9410,9930,9120,453388,4336625165,277123927830,29079111,KSQ,ME005
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,16140,2,-150,-0.92,16250,16460,16050,8751,141232290,276150235200,17109680,KSQ,ME005
228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,11070,2,-200,-1.77,11190,11270,10950,114194,1262958655,275191366140,24859202,KSQ,ME005
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,9960,2,-10,-0.1,9980,10000,9920,25902,257661750,274442162640,27554434,KSQ,ME005
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,24400,2,-250,-1.01,24850,24950,24100,19643,478145125,274010292000,11229930,KSQ,ME005
084110,KR7084110006,휴온스글로벌,KOSDAQ,우량기업부,21600,2,-300,-1.37,21800,22200,21250,32860,707539925,273451939200,12659812,KSQ,ME005
216080,KR7216080002,제테마,KOSDAQ,벤처기업부,7280,2,-60,-0.82,7300,7410,7200,94092,688632545,271450080720,37287099,KSQ,ME005
294570,KR7294570007,쿠콘,KOSDAQ,우량기업부,26850,1,100,0.37,27900,28250,26800,103218,2839427925,270963004200,10091732,KSQ,ME005
448280,KR7448280008,에코아이,KOSDAQ,중견기업부,9130,3,0,0.0,9060,9180,9000,3066,27756110,270532207770,29631129,KSQ,ME005
484590,KR7484590005,삼양컴텍,KOSDAQ,벤처기업부,6540,1,40,0.62,6500,6580,6450,36270,236046675,269516343000,41210450,KSQ,ME005
086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,12700,2,-160,-1.24,13000,13050,12550,116265,1487963835,268403400200,21134126,KSQ,ME005
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,12120,1,70,0.58,12130,12300,12090,16513,201574980,267035390760,22032623,KSQ,ME005
378340,KR7378340004,필에너지,KOSDAQ,중견기업부,12280,2,-20,-0.16,12300,12410,12160,13655,167761115,265786870960,21643882,KSQ,ME005
0011T0,KR70011T0008,채비,KOSDAQ,기술성장기업부,5630,1,110,1.99,5520,5740,5520,133809,752643460,264326197330,46949591,KSQ,ME005
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,11130,1,130,1.18,11000,11490,10870,176429,1957587320,263529929460,23677442,KSQ,ME005
317330,KR7317330009,덕산테코피아,KOSDAQ,중견기업부,12840,1,140,1.1,13150,13150,12770,14845,190506140,262919338560,20476584,KSQ,ME005
091700,KR7091700005,파트론,KOSDAQ,우량기업부,5240,1,20,0.38,5220,5260,5150,44719,232479720,262000000000,50000000,KSQ,ME005
452280,KR7452280001,한선엔지니어링,KOSDAQ,우량기업부,13600,1,150,1.12,13610,13730,13210,510085,6916035665,261768312000,19247670,KSQ,ME005
043150,KR7043150002,바텍,KOSDAQ,우량기업부,17620,1,20,0.11,17600,17740,17600,6007,106101875,261731990720,14854256,KSQ,ME005
287840,KR7287840003,인투셀,KOSDAQ,기술성장기업부,17350,1,50,0.29,17770,17800,17100,46775,821439500,260631006000,15021960,KSQ,ME005
267980,KR7267980001,매일유업,KOSDAQ,우량기업부,34000,1,50,0.15,33950,34250,33750,1918,65234800,260563692000,7663638,KSQ,ME005
051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,21900,1,150,0.69,21750,22100,21750,2092,45778500,259987733400,11871586,KSQ,ME005
151860,KR7151860004,KG에코솔루션,KOSDAQ,우량기업부,5460,2,-10,-0.18,5510,5580,5430,21366,116702020,259912390920,47603002,KSQ,ME005
068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,9360,1,620,7.09,9330,9800,9130,304530,2907140940,259041201120,27675342,KSQ,ME005
439090,KR7439090002,마녀공장,KOSDAQ,우량기업부,15650,1,30,0.19,15770,15880,15600,28713,450863750,256554519000,16393260,KSQ,ME005
304360,KR7304360001,에스바이오메딕스,KOSDAQ,벤처기업부,20550,2,-150,-0.72,20950,20950,20400,6378,131440700,256487180400,12481128,KSQ,ME005
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,9670,1,480,5.22,9930,10080,9610,171099,1681354230,254770945100,26346530,KSQ,ME005
023410,KR7023410004,유진기업,KOSDAQ,중견기업부,3280,1,25,0.77,3280,3300,3260,79061,259400185,253579630640,77310863,KSQ,ME005
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,15830,2,-30,-0.19,15950,16050,15800,17901,284647575,253106455710,15989037,KSQ,ME005
094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,11840,2,-130,-1.09,12120,12310,11810,88067,1051369735,252846444160,21355274,KSQ,ME005
067390,KR7067390005,아스트,KOSDAQ,중견기업부,6000,1,70,1.18,6070,6170,5980,54412,328926610,252694542000,42115757,KSQ,ME005
377450,KR7377450002,리파인,KOSDAQ,우량기업부,14520,2,-90,-0.62,14640,14640,14430,3056,44318745,251631600000,17330000,KSQ,ME005
042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,17510,2,-210,-1.19,17900,18180,17490,54174,960174340,249716536170,14261367,KSQ,ME005
461300,KR7461300006,아이스크림미디어,KOSDAQ,벤처기업부,18620,1,40,0.22,18680,18680,18500,8643,160613390,248277832460,13333933,KSQ,ME005
484120,KR7484120001,도우인시스,KOSDAQ,중견기업부,22600,2,-850,-3.62,23150,23400,22550,18679,426714950,247637737200,10957422,KSQ,ME005
376270,KR7376270005,HEM파마,KOSDAQ,기술성장기업부,34200,1,250,0.74,34100,34750,33000,1587,53971900,246894827400,7219147,KSQ,ME005
011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,24450,2,-200,-0.81,25000,25250,24350,22869,566300650,246575120400,10084872,KSQ,ME005
073490,KR7073490005,LIG아큐버,KOSDAQ,우량기업부,32200,1,450,1.42,32150,32450,31550,21037,674763675,244843841200,7603846,KSQ,ME005
445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,22350,1,900,4.2,22500,22550,22000,17570,391390100,244188456300,10925658,KSQ,ME005
272110,KR7272110008,케이엔제이,KOSDAQ,우량기업부,30400,1,500,1.67,29900,30750,29550,43646,1319935025,243972008000,8025395,KSQ,ME005
064820,KR7064820004,케이프,KOSDAQ,우량기업부,7890,2,-40,-0.5,7920,7970,7850,15613,123015380,243487096350,30860215,KSQ,ME005
047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,7410,2,-240,-3.14,7410,7630,7270,235329,1746469825,243043227960,32799356,KSQ,ME005
108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,9030,1,290,3.32,9240,9250,9020,185630,1689313620,243040553700,26914790,KSQ,ME005
065680,KR7065680001,우주일렉트로,KOSDAQ,우량기업부,26200,1,4100,18.55,22450,27400,22450,98054,2556803375,242100340200,9240471,KSQ,ME005
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4910,1,60,1.24,4850,4955,4810,31638,155425320,240683982310,49019141,KSQ,ME005
254490,KR7254490006,미래반도체,KOSDAQ,우량기업부,16550,1,320,1.97,16820,17100,16480,89911,1509490705,238948900000,14438000,KSQ,ME005
019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,4950,1,60,1.23,4935,4995,4910,138018,683686345,238590000000,48200000,KSQ,ME005
