DateTime,Open,High,Low,Close,Volume
2024-01-01 11:26:00,1469516.4189094084,1469597.4189094084,1469449.4189094084,1469839.4189094084,9162
2024-01-01 11:27:00,1479512.7617979227,1479537.7617979227,1479434.7617979227,1479835.7617979227,9173
2024-01-01 11:28:00,1489515.036838531,1489593.036838531,1489470.036838531,1489831.036838531,701
2024-01-01 11:29:00,1499394.9669046344,1499436.9669046344,1499311.9669046344,1499671.9669046344,521
2024-01-01 11:30:00,1509382.3056766863,1509427.3056766863,1509300.3056766863,1509710.3056766863,5579
2024-01-01 11:31:00,1519318.7963780302,1519347.7963780302,1519228.7963780302,1519597.7963780302,8039
2024-01-01 11:32:00,1529253.2249083475,1529283.2249083475,1529202.2249083475,1529582.2249083475,5467
2024-01-01 11:33:00,1539239.997761425,1539291.997761425,1539198.997761425,1539567.997761425,2614
2024-01-01 11:34:00,1549185.009304317,1549256.009304317,1549140.009304317,1549513.009304317,3613
2024-01-01 11:35:00,1559248.9134490488,1559341.9134490488,1559224.9134490488,1559579.9134490488,1467
2024-01-01 11:36:00,1569227.101724117,1569300.101724117,1569169.101724117,1569537.101724117,1770
2024-01-01 11:37:00,1579218.7605667198,1579273.7605667198,1579171.7605667198,1579558.7605667198,5926
2024-01-01 11:38:00,1589285.7551353835,1589323.7551353835,1589187.7551353835,1589555.7551353835,8534
2024-01-01 11:39:00,1599280.790541416,1599359.790541416,1599210.790541416,1599551.790541416,6405
2024-01-01 11:40:00,1609274.7379751746,1609338.7379751746,1609201.7379751746,1609614.7379751746,9890
2024-01-01 11:41:00,1619244.8716328335,1619275.8716328335,1619148.8716328335,1619613.8716328335,9920
2024-01-01 11:42:00,1629107.2234287977,1629137.2234287977,1629078.2234287977,1629458.2234287977,5300
2024-01-01 11:43:00,1639086.7388851235,1639169.7388851235,1639020.7388851235,1639415.7388851235,3884
2024-01-01 11:44:00,1649095.7001023646,1649166.7001023646,1649064.7001023646,1649378.7001023646,1138
2024-01-01 11:45:00,1659063.8718590892,1659141.8718590892,1659010.8718590892,1659439.8718590892,3065
2024-01-01 11:46:00,1669118.413966643,1669187.413966643,1669062.413966643,1669432.413966643,7967
2024-01-01 11:47:00,1679163.2437512574,1679242.2437512574,1679066.2437512574,1679520.2437512574,9490
2024-01-01 11:48:00,1689152.769581369,1689220.769581369,1689089.769581369,1689535.769581369,5142
2024-01-01 11:49:00,1699252.2428327985,1699298.2428327985,1699153.2428327985,1699612.2428327985,7505
2024-01-01 11:50:00,1709333.6090563003,1709432.6090563003,1709238.6090563003,1709670.6090563003,4959
2024-01-01 11:51:00,1719325.0187291144,1719349.0187291144,1719258.0187291144,1719694.0187291144,1664
2024-01-01 11:52:00,1729381.0770844321,1729449.0770844321,1729283.0770844321,1729722.0770844321,8608
2024-01-01 11:53:00,1739370.9969192953,1739393.9969192953,1739309.9969192953,1739708.9969192953,4931
2024-01-01 11:54:00,1749356.2850837144,1749383.2850837144,1749323.2850837144,1749719.2850837144,1111
2024-01-01 11:55:00,1759424.9890515658,1759498.9890515658,1759364.9890515658,1759758.9890515658,6125
2024-01-01 11:56:00,1769419.985003714,1769451.985003714,1769408.985003714,1769743.985003714,2110
2024-01-01 11:57:00,1779388.411993787,1779408.411993787,1779289.411993787,1779782.411993787,1270
2024-01-01 11:58:00,1789425.770982018,1789512.770982018,1789388.770982018,1789808.770982018,2592
2024-01-01 11:59:00,1799405.0539322682,1799477.0539322682,1799364.0539322682,1799806.0539322682,3657
2024-01-01 12:00:00,1809397.3181291402,1809424.3181291402,1809384.3181291402,1809721.3181291402,4557
2024-01-01 12:01:00,1819373.2271584547,1819400.2271584547,1819325.2271584547,1819754.2271584547,3571
2024-01-01 12:02:00,1829437.0294192298,1829492.0294192298,1829425.0294192298,1829850.0294192298,7073
2024-01-01 12:03:00,1839504.790745184,1839550.790745184,1839407.790745184,1839856.790745184,3454
2024-01-01 12:04:00,1849463.0722162982,1849493.0722162982,1849365.0722162982,1849804.0722162982,7751
2024-01-01 12:05:00,1859508.542077639,1859581.542077639,1859414.542077639,1859866.542077639,4762
2024-01-01 12:06:00,1869516.4666209386,1869561.4666209386,1869437.4666209386,1869932.4666209386,1154
2024-01-01 12:07:00,1879521.416979316,1879581.416979316,1879424.416979316,1879879.416979316,7066
2024-01-01 12:08:00,1889532.4687776328,1889547.4687776328,1889500.4687776328,1889890.4687776328,3281
2024-01-01 12:09:00,1899621.0296496209,1899691.0296496209,1899524.0296496209,1899981.0296496209,5582
2024-01-01 12:10:00,1909646.4538188186,1909664.4538188186,1909633.4538188186,1910060.4538188186,9181
2024-01-01 12:11:00,1919684.919083361,1919740.919083361,1919646.919083361,1920040.919083361,2770
2024-01-01 12:12:00,1929635.7375062583,1929722.7375062583,1929613.7375062583,1930034.7375062583,9531
2024-01-01 12:13:00,1939680.36503726,1939695.36503726,1939606.36503726,1940093.36503726,1724
2024-01-01 12:14:00,1949628.8347017,1949694.8347017,1949612.8347017,1950051.8347017,4290
2024-01-01 12:15:00,1959667.917010725,1959697.917010725,1959574.917010725,1960013.917010725,9266
2024-01-01 12:16:00,1969797.4629162112,1969837.4629162112,1969778.4629162112,1970178.4629162112,9373
2024-01-01 12:17:00,1979869.0334508545,1979935.0334508545,1979826.0334508545,1980229.0334508545,5329
2024-01-01 12:18:00,1989860.6793843242,1989955.6793843242,1989840.6793843242,1990305.6793843242,1782
2024-01-01 12:19:00,1999892.8863471008,1999934.8863471008,1999825.8863471008,2000273.8863471008,8772
2024-01-01 12:20:00,2009927.8803004206,2009991.8803004206,2009882.8803004206,2010323.8803004206,2989
2024-01-01 12:21:00,2019989.9352512367,2020019.9352512367,2019940.9352512367,2020435.9352512367,5632
2024-01-01 12:22:00,2030002.3364293561,2030026.3364293561,2029978.3364293561,2030428.3364293561,9890
2024-01-01 12:23:00,2040066.7725290675,2040094.7725290675,2040052.7725290675,2040475.7725290675,4932
2024-01-01 12:24:00,2050028.1202104467,2050057.1202104467,2049964.1202104467,2050404.1202104467,1909
2024-01-01 12:25:00,2059984.1260682957,2060033.1260682957,2059903.1260682957,2060367.1260682957,5630
2024-01-01 12:26:00,2069943.3036707605,2069998.3036707605,2069849.3036707605,2070378.3036707605,9593
2024-01-01 12:27:00,2079806.565464267,2079888.565464267,2079763.565464267,2080174.565464267,9514
2024-01-01 12:28:00,2089795.6193077455,2089813.6193077455,2089712.6193077455,2090168.6193077455,4004
2024-01-01 12:29:00,2099865.9406988425,2099902.9406988425,2099817.9406988425,2100282.9406988425,1469
2024-01-01 12:30:00,2109783.36735272,2109802.36735272,2109753.36735272,2110179.36735272,1342
2024-01-01 12:31:00,2119791.6239296775,2119838.6239296775,2119738.6239296775,2120188.6239296775,791
2024-01-01 12:32:00,2129879.1422473327,2129956.1422473327,2129855.1422473327,2130329.1422473327,4482
2024-01-01 12:33:00,2139784.2235669577,2139864.2235669577,2139722.2235669577,2140252.2235669577,5291
2024-01-01 12:34:00,2149865.864943678,2149920.864943678,2149847.864943678,2150253.864943678,9032
2024-01-01 12:35:00,2159856.9288849654,2159879.9288849654,2159800.9288849654,2160265.9288849654,6978
2024-01-01 12:36:00,2169872.2459379463,2169927.2459379463,2169850.2459379463,2170279.2459379463,1481
2024-01-01 12:37:00,2179887.355676798,2179902.355676798,2179809.355676798,2180323.355676798,5370
2024-01-01 12:38:00,2189893.484491737,2189959.484491737,2189860.484491737,2190324.484491737,4126
2024-01-01 12:39:00,2199924.7394494116,2199943.7394494116,2199866.7394494116,2200377.7394494116,9237
2024-01-01 12:40:00,2209948.3754766556,2210016.3754766556,2209929.3754766556,2210346.3754766556,5801
2024-01-01 12:41:00,2219944.7130725593,2220011.7130725593,2219911.7130725593,2220391.7130725593,6365
2024-01-01 12:42:00,2230024.056571665,2230112.056571665,2229991.056571665,2230422.056571665,4353
2024-01-01 12:43:00,2240052.994260048,2240069.994260048,2240031.994260048,2240503.994260048,4225
2024-01-01 12:44:00,2250083.4645501645,2250151.4645501645,2250010.4645501645,2250511.4645501645,9202
2024-01-01 12:45:00,2260097.1959973234,2260143.1959973234,2260062.1959973234,2260568.1959973234,304
2024-01-01 12:46:00,2270105.1121537806,2270163.1121537806,2270066.1121537806,2270536.1121537806,7864
2024-01-01 12:47:00,2280111.638863781,2280193.638863781,2280022.638863781,2280588.638863781,3720
2024-01-01 12:48:00,2290154.8343360694,2290214.8343360694,2290128.8343360694,2290588.8343360694,4498
2024-01-01 12:49:00,2300118.73653593,2300149.73653593,2300085.73653593,2300554.73653593,972
2024-01-01 12:50:00,2310099.497642267,2310126.497642267,2310010.497642267,2310522.497642267,9419
2024-01-01 12:51:00,2320063.108247524,2320157.108247524,2320029.108247524,2320501.108247524,4741
2024-01-01 12:52:00,2330021.816895773,2330066.816895773,2330004.816895773,2330510.816895773,5578
2024-01-01 12:53:00,2340026.1568266302,2340037.1568266302,2339963.1568266302,2340461.1568266302,1089
2024-01-01 12:54:00,2350015.8921637665,2350059.8921637665,2349975.8921637665,2350510.8921637665,4599
2024-01-01 12:55:00,2360043.4497714546,2360118.4497714546,2360007.4497714546,2360547.4497714546,8345
2024-01-01 12:56:00,2370123.020081526,2370198.020081526,2370069.020081526,2370606.020081526,469
2024-01-01 12:57:00,2380213.37210393,2380241.37210393,2380153.37210393,2380647.37210393,2132
2024-01-01 12:58:00,2390156.613793684,2390224.613793684,2390098.613793684,2390627.613793684,8956
2024-01-01 12:59:00,2400160.4363022656,2400256.4363022656,2400077.4363022656,2400655.4363022656,3449
2024-01-01 13:00:00,2410156.5420085653,2410200.5420085653,2410095.5420085653,2410662.5420085653,4938
2024-01-01 13:01:00,2420133.778722406,2420157.778722406,2420097.778722406,2420567.778722406,7854
2024-01-01 13:02:00,2430161.2666699486,2430205.2666699486,2430088.2666699486,2430667.2666699486,5977
2024-01-01 13:03:00,2440088.4652133966,2440110.4652133966,2440013.4652133966,2440544.4652133966,2662
2024-01-01 13:04:00,2450030.976108934,2450066.976108934,2449962.976108934,2450505.976108934,4505
2024-01-01 13:05:00,2460037.1789061185,2460090.1789061185,2460014.1789061185,2460535.1789061185,8796
2024-01-01 13:06:00,2469977.760810566,2469990.760810566,2469930.760810566,2470424.760810566,1356
2024-01-01 13:07:00,2479885.3897485593,2479900.3897485593,2479875.3897485593,2480396.3897485593,9808
2024-01-01 13:08:00,2489886.978290529,2489899.978290529,2489840.978290529,2490383.978290529,6658
2024-01-01 13:09:00,2499864.384433385,2499893.384433385,2499782.384433385,2500343.384433385,7174
2024-01-01 13:10:00,2509994.607252229,2510080.607252229,2509925.607252229,2510464.607252229,2671
2024-01-01 13:11:00,2519996.6483731265,2520041.6483731265,2519965.6483731265,2520452.6483731265,8593
2024-01-01 13:12:00,2530024.7255751602,2530038.7255751602,2529990.7255751602,2530553.7255751602,7579
2024-01-01 13:13:00,2540048.884706338,2540093.884706338,2539996.884706338,2540547.884706338,5464
2024-01-01 13:14:00,2550068.0351690836,2550115.0351690836,2550022.0351690836,2550538.0351690836,7983
2024-01-01 13:15:00,2559946.433460207,2560005.433460207,2559927.433460207,2560503.433460207,8396
2024-01-01 13:16:00,2569936.8618536554,2569955.8618536554,2569878.8618536554,2570495.8618536554,173
2024-01-01 13:17:00,2579968.924006611,2580064.924006611,2579939.924006611,2580449.924006611,2708
2024-01-01 13:18:00,2589910.8057923443,2589952.8057923443,2589868.8057923443,2590465.8057923443,5655
2024-01-01 13:19:00,2599909.9587892536,2599966.9587892536,2599820.9587892536,2600458.9587892536,7469
2024-01-01 13:20:00,2609872.4545203606,2609968.4545203606,2609836.4545203606,2610374.4545203606,5330
2024-01-01 13:21:00,2619851.1709385808,2619916.1709385808,2619833.1709385808,2620326.1709385808,7238
2024-01-01 13:22:00,2629773.9635182642,2629807.9635182642,2629687.9635182642,2630287.9635182642,1556
2024-01-01 13:23:00,2639857.02824422,2639933.02824422,2639759.02824422,2640375.02824422,6317
2024-01-01 13:24:00,2649859.4158428446,2649886.4158428446,2649837.4158428446,2650368.4158428446,9951
2024-01-01 13:25:00,2659846.87422379,2659908.87422379,2659816.87422379,2660413.87422379,7378
2024-01-01 13:26:00,2669867.7338114465,2669946.7338114465,2669813.7338114465,2670386.7338114465,5316
2024-01-01 13:27:00,2679871.433333783,2679888.433333783,2679805.433333783,2680395.433333783,810
2024-01-01 13:28:00,2689880.769765671,2689892.769765671,2689833.769765671,2690427.769765671,6068
2024-01-01 13:29:00,2699933.6187679805,2699995.6187679805,2699865.6187679805,2700513.6187679805,4414
2024-01-01 13:30:00,2709986.505105875,2710026.505105875,2709950.505105875,2710517.505105875,2501
2024-01-01 13:31:00,2720022.134259429,2720114.134259429,2719994.134259429,2720519.134259429,3474
2024-01-01 13:32:00,2730036.636924059,2730051.636924059,2730025.636924059,2730598.636924059,8423
2024-01-01 13:33:00,2740005.2491837754,2740055.2491837754,2739956.2491837754,2740541.2491837754,8901
2024-01-01 13:34:00,2750003.6917851646,2750099.6917851646,2749941.6917851646,2750507.6917851646,9683
2024-01-01 13:35:00,2760099.274029641,2760170.274029641,2760067.274029641,2760636.274029641,6040
2024-01-01 13:36:00,2770094.4577310327,2770109.4577310327,2769997.4577310327,2770685.4577310327,4749
2024-01-01 13:37:00,2780123.2955696895,2780150.2955696895,2780027.2955696895,2780717.2955696895,5666
2024-01-01 13:38:00,2790130.284295608,2790204.284295608,2790056.284295608,2790664.284295608,5471
2024-01-01 13:39:00,2800094.5836022943,2800148.5836022943,2800040.5836022943,2800679.5836022943,3579
2024-01-01 13:40:00,2810003.886009006,2810078.886009006,2809943.886009006,2810592.886009006,5314
2024-01-01 13:41:00,2820017.491738471,2820074.491738471,2819996.491738471,2820592.491738471,8652
